     271    4101   34.5000  258.3600   1.02620E-02
     272    4102   33.3900  259.8300   6.65569E-03
     273    4103   32.3500  262.5300   1.01576E-02
     274    4104   31.7700  265.1200   8.64682E-03
     275    4105   30.8200  256.4500   9.41961E-03
     276    4106   30.5600  259.9200   9.18986E-03
     277    4107   29.3800  262.6300   5.59050E-03
     278    4108   29.3800  264.6400   3.18164E-03
     279    4109   27.8300  261.0900   5.71581E-03
     280    4110   26.3000  262.3100   8.00632E-04
     281    4201   39.8300  246.6600   5.70092E-03
     282    4203   40.6800  247.9000   1.45951E-03
     283    4205   40.8200  249.1000   2.93228E-03
     284    4301   44.3900  287.7100   1.26395E-03
     285    4302   43.9700  286.9100   8.27282E-04
     286    4303   43.1500  287.3900   4.11139E-04
     287    4401   37.2400  283.2400   1.96752E-03
     288    4402   37.4500  282.1100   2.01855E-03
     289    4403   37.0300  280.8000   1.92501E-03
     290    4404   38.7700  282.0600   1.36377E-03
     291    4405   37.9300  280.6200   1.35420E-03
     292    4406   36.9400  278.5100   2.00048E-03
     293    4501   47.3800  236.1500   1.31235E-03
     294    4502   48.3400  237.2000   4.72376E-04
     295    4503   47.6700  237.5900   9.41200E-04
     296    4504   46.6900  237.2600   2.50750E-03
     297    4505   47.5700  238.5400   1.61602E-03
     298    4506   47.3400  239.3000   2.46488E-03
     299    4507   47.9000  240.8400   1.82557E-03
     300    4508   46.6700  240.6200   3.08820E-03
     301    4509   48.3300  242.0000   2.17009E-03
     302    4510   46.6600  242.4700   1.36030E-03
     303    4601   39.4900  279.0000   3.12341E-04
     304    4602   39.1800  279.6000   1.14798E-03
     305    4603   38.3300  278.2300   1.46788E-03
     306    4604   38.5400  279.6000   1.90301E-03
     307    4605   37.5000  279.0000   6.92691E-04
     308    4606   39.3100  281.3200   7.73295E-04
     309    4701   45.8700  268.4300   2.52549E-03
     310    4702   45.5000  270.0500   2.59715E-03
     311    4703   45.2900  271.6100   1.61152E-03
     312    4704   44.4900  268.7200   1.84549E-03
     313    4705   44.2000  270.5200   1.41264E-03
     314    4706   44.2000  271.9100   1.22107E-03
     315    4707   43.0900  269.6700   1.44042E-03
     316    4708   43.0900  270.9400   1.26640E-03
     317    4709   43.0900  271.9100   7.03394E-04
     318    4801   44.7200  249.9000   1.02505E-03
     319    4802   43.6700  249.4900   1.33868E-03
     320    4803   41.8800  250.4700   5.29862E-03
     321    4804   44.2700  251.5600   2.96294E-03
     322    4805   44.2700  253.7400   2.96804E-03
     323    4806   44.2700  255.2200   9.96998E-04
     324    4807   43.4100  255.2200   1.86650E-03
     325    4808   42.0000  255.0000   3.12104E-03
     326    4809   43.1900  251.5600   1.95830E-03
     327    4810   42.0000  253.0000   3.96249E-03
     328   91285   19.7200  204.9300   1.23457E-02
     329   91190   20.9000  203.5700   1.23457E-02
     330   91182   21.3500  202.0700   1.23457E-02
     331   91165   21.9800  200.6500   1.23457E-02
     332   70398   55.0300  228.4300   1.23457E-02
     333   70381   58.3700  225.4200   1.23457E-02
     334   70371   57.0400  224.7900   1.23457E-02
     335   70361   59.5200  220.3300   1.23457E-02
     336   70350   57.7500  207.4800   1.23457E-02
     337   70326   58.6800  203.3500   1.23457E-02
     338   70316   55.2000  197.2800   1.23457E-02
     339   70454   51.8800  183.3500   1.23457E-02
     340   70308   57.1500  189.7800   1.23457E-02
     341   70261   64.8200  212.1300   1.23457E-02
     342   70273   61.1700  209.9800   1.23457E-02
     343   70231   62.9700  204.3800   1.23457E-02
     344   70259   60.3400  208.8500   1.23457E-02
     345   70174   66.9000  208.4800   1.23457E-02
     346   70219   60.7800  198.2000   1.23457E-02
     347   70133   66.8700  197.3700   1.23457E-02
     348   70200   64.5000  194.5700   1.23457E-02
     349   70026   71.3000  203.2200   1.23457E-02
